"","Group.1","Duration","TalkType","S_Around_Overall_Time","S_Monitor_Overall_Time","S_Keyboard_Overall_Time","S_Face_Overall_Time","S_Around_Mean","S_Monitor_Mean","S_Keyboard_Mean","S_Face_Mean","S_NoFace_Mean","S_CompOnly_Mean","S_BodyOnly_Mean","S_Around_Median","S_Monitor_Median","S_Keyboard_Median","S_Face_Median","S_NoFace_Median","S_CompOnly_Median","S_BodyOnly_Median","S_Around_PopularSD","S_Monitor_PopularSD","S_Keyboard_PopularSD","S_Face_PopularSD","S_NoFace_PopularSD","S_CompOnly_PopularSD","S_BodyOnly_PopularSD","S_Around_Frequency","S_Monitor_Frequency","S_Keyboard_Frequency","S_Face_Frequency","S_NoFace_Frequency","S_CompOnly_Frequency","S_BodyOnly_Frequency","S_Around_Max","S_Monitor_Max","S_Keyboard_Max","S_Face_Max","S_NoFace_Max","S_CompOnly_Max","S_BodyOnly_Max","S_Around_Min","S_Monitor_Min","S_Keyboard_Min","S_Face_Min","S_NoFace_Min","S_CompOnly_Min","S_BodyOnly_Min","S_NoSpeak_Overall_Time","S_Typing_Overall_Time","S_Speaking_Overall_Time","S_SSS_Overall_Time","S_Hovering_Overall_Time","S_NoSpeak_Mean","S_Typing_Mean","S_Speaking_Mean","S_SSS_Mean","S_Hovering_Mean","S_Sound_Mean","S_NoSound_Mean","S_NoSpeak_Median","S_Typing_Median","S_Speaking_Median","S_SSS_Median","S_Hovering_Median","S_Sound_Median","S_NoSound_Median","S_NoSpeak_PopularSD","S_Typing_PopularSD","S_Speaking_PopularSD","S_SSS_PopularSD","S_Hovering_PopularSD","S_Sound_PopularSD","S_NoSound_PopularSD","S_NoSpeak_Frequency","S_Typing_Frequency","S_Speaking_Frequency","S_SSS_Frequency","S_Hovering_Frequency","S_Sound_Frequency","S_NoSound_Frequency","S_NoSpeak_Max","S_Typing_Max","S_Speaking_Max","S_SSS_Max","S_Hovering_Max","S_Sound_Max","S_NoSound_Max","S_NoSpeak_Min","S_Typing_Min","S_Speaking_Min","S_SSS_Min","S_Hovering_Min","S_Sound_Min","S_NoSound_Min","S_CompOnly_Overall_Time","S_NoFace_Overall_Time","S_BodyOnly_Overall_Time"
"1",1,2193.25,2,1252,68.75,61.75,810.75,153.532196969697,12.0277777777778,39.8125,75.3422619047619,139.595695970696,40.2192307692308,85.5266025641026,112,10,38.125,51.125,110.375,38.75,58.75,167.445951253566,5.25383586603815,5.52316832203826,65.3486434252792,154.929659775966,5.42102731539291,77.3523109710016,7.75,3.25,2,11.5,10.75,5.25,10.75,585,22,48.5,208.5,621,50.5,237,29.75,5.75,34.5,10.25,21.5,34,12.5,1895.25,0,298,0,0,671.458333333333,0,119.6875,0,0,119.6875,671.458333333333,357.625,0,117,0,0,117,357.625,748.798182741671,0,58.8798691101612,0,0,58.8798691101612,748.798182741671,3,0,2,0,0,2,3,1709.75,0,190.75,0,0,190.75,1709.75,85.5,0,54,0,0,54,85.5,130.5,1382.5,879.5
"2",3,982.125,2,382.5,459.625,42.5,97.5,64.4633432539682,89.3110795454545,24.4166666666667,28.7604166666667,220.202083333333,86.2370580808081,30.8821428571429,56.0625,71.625,23.75,27.0625,177.1875,70.8125,29,41.5058568678194,42.321406496948,2.39861217409578,12.8756101609662,156.698592230967,45.2528136839569,13.9801271038124,6.25,6.25,1.25,3.625,4.375,7,4.5,124,157.5,27.625,45.25,472.875,166,52.625,14.75,41.75,21.875,14.375,74.5,37.875,14.75,869.25,0,112.875,0,0,477,0,93.5,0,0,93.5,477,409.125,0,93.5,0,0,93.5,409.125,300.03395418502,0,9.125,0,0,9.125,300.03395418502,1.875,0,1.125,0,0,1.125,1.875,823.625,0,102.625,0,0,102.625,823.625,198.25,0,84.375,0,0,84.375,198.25,502.125,884.625,557.125
"3",5,1035.75,2,196.5,456.875,60,322.375,47.4777777777778,73.1910714285714,25.1041666666667,56.3133928571429,100.465178571429,80.3175595238095,68.5994543650794,35.5,57.1875,24.8125,32.8125,62.75,67,44.125,33.2680550296946,63.4642950593038,4.90613193989937,53.5629347128187,122.011931704046,66.3001024873739,57.8901557838123,3,5.875,2.375,6.25,6.75,6,6.875,126,207.75,30.75,155.75,385,210.375,169.875,25.25,16.5,19.75,13.5,11.625,15.875,15,924.125,0,111.625,0,0,679.9375,0,111.625,0,0,111.625,679.9375,679.9375,0,111.625,0,0,111.625,679.9375,191.6875,0,0,0,0,0,191.6875,1.5,0,0.625,0,0,0.625,1.5,871.625,0,111.625,0,0,111.625,871.625,488.25,0,111.625,0,0,111.625,488.25,516.875,713.375,779.25
"4",6,1058.16666666667,2,226.166666666667,225.833333333333,108.833333333333,497.333333333333,38.2402777777778,29.1325757575758,33.6166666666667,99.6941077441077,55.5134518259518,33.0608465608466,119.07380952381,35.8333333333333,23,31.0833333333333,81.9166666666667,33.4166666666667,24.25,86.4166666666667,24.0343138540026,21.9464556193517,16.8046810733279,51.5274658087599,65.5482288524306,25.3231303551252,77.167814017378,4.16666666666667,5.83333333333333,2.66666666666667,8.33333333333333,8.33333333333333,8,7.66666666666667,75.8333333333333,70.6666666666667,55.6666666666667,226.5,239.833333333333,88.5,294.833333333333,9.16666666666667,7.33333333333333,16.6666666666667,59,7.83333333333333,7.33333333333333,61.3333333333333,1005.33333333333,0,52.8333333333333,0,0,940.5,0,52.8333333333333,0,0,52.8333333333333,940.5,940.5,0,52.8333333333333,0,0,52.8333333333333,940.5,61.5,0,0,0,0,0,61.5,1.16666666666667,0,0.833333333333333,0,0,0.833333333333333,1.16666666666667,1002,0,52.8333333333333,0,0,52.8333333333333,1002,879,0,52.8333333333333,0,0,52.8333333333333,879,334.666666666667,560.833333333333,723.166666666667
"5",7,1626.6,2,513.6,8.2,559.4,545.4,185.616666666667,4.1,206.388888888889,86.7933333333333,307.243076923077,197.735555555556,278.402777777778,172.8,4.1,169.7,72.4,268.1,162.5,223.9,49.5129598969037,1.1,98.1511621374223,50.0947145474139,98.9935381717376,96.0799272424965,152.493233659454,4.4,0.4,3.6,6.8,7,4,5.2,278,5.2,350.8,182.6,519.6,350.8,579.2,134.2,3,114.2,37.2,223.8,110.8,135.8,1472.2,0,154.4,0,0,906.6,0,122.4,0,0,122.4,906.6,914,0,122.4,0,0,122.4,914,188.826010656443,0,9.6,0,0,9.6,188.826010656443,1.8,0,1,0,0,1,1.8,1118.2,0,132,0,0,132,1118.2,687.6,0,112.8,0,0,112.8,687.6,567.6,1081.2,553.6
"6",8,711.666666666667,2,49,329.111111111111,35.7777777777778,297.777777777778,24,53.5595238095238,15.6296296296296,69.0686507936508,83.5962962962963,60.7977954144621,75.1380952380952,24.1111111111111,48.6111111111111,15.3333333333333,70.2222222222222,65.4444444444444,54.3888888888889,70.5,0.841319754933374,25.4936594193899,6.28658722328774,43.721328564891,42.7121905558438,32.4106645138195,50.8509939104256,1,5.22222222222222,0.888888888888889,4.88888888888889,4.77777777777778,5.22222222222222,5.11111111111111,25,97.5555555555556,23.3333333333333,120.666666666667,150.888888888889,112.888888888889,140.777777777778,22.5555555555556,22.3333333333333,8.22222222222222,16.3333333333333,39.5555555555556,21.2222222222222,13.8888888888889,648.333333333333,0,63.3333333333333,0,0,400.722222222222,0,46.2222222222222,0,0,46.2222222222222,400.722222222222,400.722222222222,0,46.2222222222222,0,0,46.2222222222222,400.722222222222,227.388888888889,0,11,0,0,11,227.388888888889,1.77777777777778,0,1,0,0,1,1.77777777777778,628.111111111111,0,57.2222222222222,0,0,57.2222222222222,628.111111111111,173.333333333333,0,35.2222222222222,0,0,35.2222222222222,173.333333333333,364.888888888889,413.888888888889,626.888888888889
"7",12,1473.4,2,29,8.6,85,1350.8,13.1666666666667,5.9,27.1666666666667,366.437857142857,21.1071428571429,24.6166666666667,601.133333333333,12.9,5.9,27.2,326.2,20.7,25.1,607,4.46864307469779,0.7,8.61585703048387,146.27127079301,10.9475455554246,10.1946048870033,183.183133090906,1.6,0.6,2.4,5,4.6,3,3,18.2,6.6,37,597,37,37,847.8,8.4,5.2,16.2,205,6.8,11.2,407.6,1444.8,0,28.6,0,0,1231.5,0,17.4,0,0,17.4,1231.5,1231.5,0,17.4,0,0,17.4,1231.5,188.1,0,1,0,0,1,188.1,1.2,0,0.6,0,0,0.6,1.2,1419.6,0,18.4,0,0,18.4,1419.6,1043.4,0,16.4,0,0,16.4,1043.4,93.6,122.6,1359.4
"8",14,464.666666666667,2,58.8333333333333,88.5,108.5,208.833333333333,24.9375,39.6347222222222,25.9107142857143,52.7958333333333,55.3955687830688,46.7223214285714,89.5333333333333,24.0833333333333,39.5,25.4583333333333,52.4166666666667,48.7083333333333,44.6666666666667,73.875,12.1896303158013,13.2096875609466,10.0437836531899,27.687406435332,27.6711882612185,21.4327295229604,63.0697043647113,1.5,2.16666666666667,3,4.91666666666667,4.5,4.33333333333333,3.75,39.0833333333333,57.1666666666667,42.3333333333333,89.6666666666667,100.083333333333,77.9166666666667,180.083333333333,12.5,25.4166666666667,14.5833333333333,22.5833333333333,23.5,21.8333333333333,29.0833333333333,403.583333333333,0,61.0833333333333,0,0,274.833333333333,0,36.7916666666667,0,0,36.7916666666667,274.833333333333,274.833333333333,0,36.7916666666667,0,0,36.7916666666667,274.833333333333,93,0,5.95833333333333,0,0,5.95833333333333,93,1.5,0,0.916666666666667,0,0,0.916666666666667,1.5,367.833333333333,0,42.75,0,0,42.75,367.833333333333,181.833333333333,0,30.8333333333333,0,0,30.8333333333333,181.833333333333,197,255.833333333333,297.333333333333
"9",15,1362.16666666667,2,715.333333333333,293.833333333333,120,233,362.077380952381,95.9305555555556,76.5555555555556,48.7619047619048,303.683333333333,120.541666666667,108.4375,358.166666666667,79,76.1666666666667,41.0833333333333,290.166666666667,109.666666666667,88.6666666666667,70.4611164599744,53.1571131474179,18.0120153816277,27.6343233372749,205.247443258702,65.8180679586496,52.6883237688578,2.83333333333333,2.16666666666667,1.83333333333333,4.5,4.5,3.33333333333333,4.16666666666667,472.166666666667,170.5,95.5,97.8333333333333,567.5,198.666666666667,205.333333333333,285.166666666667,48.3333333333333,58,22.1666666666667,81.5,53,65,1324.83333333333,0,37.3333333333333,0,0,996.666666666667,0,37.3333333333333,0,0,37.3333333333333,996.666666666667,996.666666666667,0,37.3333333333333,0,0,37.3333333333333,996.666666666667,306.166666666667,0,0,0,0,0,306.166666666667,1.5,0,0.833333333333333,0,0,0.833333333333333,1.5,1302.83333333333,0,37.3333333333333,0,0,37.3333333333333,1302.83333333333,690.5,0,37.3333333333333,0,0,37.3333333333333,690.5,413.833333333333,1129.16666666667,526.833333333333
"10",16,1121.66666666667,2,503.5,96.1666666666667,126,396,79.8774891774892,35.875,34.4722222222222,60.8387464387464,100.862301587302,39.35,96.6339285714286,55.5,34.5,31.0833333333333,37.6666666666667,69.3333333333333,35.0833333333333,84.9166666666667,58.5138491659409,20.930929031519,18.097556974429,46.4818809393423,93.4505146243503,22.7331780088418,71.8265790025983,6.33333333333333,2.66666666666667,3.66666666666667,7.5,7.5,5.5,7,198.833333333333,59.6666666666667,59.8333333333333,141.333333333333,304,78.3333333333333,207.833333333333,25.5,13.6666666666667,14.1666666666667,16.3333333333333,20,13.3333333333333,22.8333333333333,759.833333333333,0,361.833333333333,0,0,443.5,0,202.361111111111,0,0,202.361111111111,443.5,443,0,197.083333333333,0,0,197.083333333333,443,212.669527337201,0,109.143676738082,0,0,109.143676738082,212.669527337201,2,0,1.66666666666667,0,0,1.66666666666667,2,667.666666666667,0,314.833333333333,0,0,314.833333333333,667.666666666667,219.833333333333,0,95.1666666666667,0,0,95.1666666666667,219.833333333333,222.166666666667,725.666666666667,492.166666666667
