0.000,2.000
1.000,2.000
2.000,2.000
3.000,2.000
4.000,2.000
5.000,2.000
6.000,2.000
7.000,2.000
8.000,2.000
9.000,2.000
10.000,2.000
11.000,2.000
12.000,2.000
13.000,2.000
14.000,2.000
15.000,2.000
16.000,2.000
17.000,2.000
18.000,2.000
19.000,2.000
20.000,2.000
21.000,2.000
22.000,2.000
23.000,2.000
24.000,2.000
25.000,2.000
26.000,2.000
27.000,2.000
28.000,2.000
29.000,2.000
30.000,2.000
31.000,2.000
32.000,2.000
33.000,2.000
34.000,2.000
35.000,2.000
36.000,2.000
37.000,2.000
38.000,2.000
39.000,2.000
40.000,2.000
41.000,2.000
42.000,2.000
43.000,2.000
44.000,2.000
45.000,2.000
46.000,2.000
47.000,2.000
48.000,2.000
49.000,2.000
50.000,2.000
51.000,2.000
52.000,2.000
53.000,2.000
54.000,2.000
55.000,2.000
56.000,2.000
57.000,2.000
58.000,2.000
59.000,2.000
60.000,2.000
61.000,2.000
62.000,2.000
63.000,2.000
64.000,2.000
65.000,2.000
66.000,2.000
67.000,2.000
68.000,2.000
69.000,2.000
70.000,2.000
71.000,2.000
72.000,2.000
73.000,2.000
74.000,2.000
75.000,2.000
76.000,2.000
77.000,2.000
78.000,2.000
79.000,2.000
80.000,2.000
81.000,2.000
82.000,2.000
83.000,2.000
84.000,2.000
85.000,2.000
86.000,2.000
87.000,2.000
88.000,2.000
